"","Arena","Arcilla","Limo","pH","MO","Al","B","Ca","CICE","Cu","Fe","K","Mg","Mn","P","S","Zn"
"762",0.1,0.38,0.52,5.6,2.3,0,0.54,13.3,17.6,4,38,0.51,3.8,3,22,7,1
"763",0.02,0.48,0.5,5.3,2.4,0.5,0.56,11.6,16.1,4,45,0.5,3.5,4,24,10,1
"764",0.16,0.32,0.52,5.3,3.1,0.5,0.62,12,16.3,4,50,0.5,3.3,5,24,8,1
"765",0.18,0.34,0.48,5.7,2.7,0,0.55,12.6,16.5,4,50,0.62,3.3,4,26,8,1
"766",0.24,0.28,0.48,5.8,2.8,0,0.61,14.3,18.9,5,57,0.75,3.8,4,23,7,2
"767",0.16,0.32,0.52,5.9,3.1,0,0.39,17.7,22.9,6,66,0.93,4.3,5,36,22,2
"768",0.16,0.3,0.54,6.3,2.3,0,0.33,17.2,21.1,4,33,0.48,3.4,2,31,8,1
"769",0.24,0.26,0.5,6.1,3.3,0,0.35,16.2,20.5,4,33,0.65,3.6,3,3,7,1
"770",0.2,0.24,0.56,5,2.8,0.9,0.26,11.7,19,8,115,0.53,5.9,9,25,9,3
"771",0.18,0.22,0.6,5.6,2.8,0,0.26,13.4,19.8,6,78,0.57,5.8,5,20,8,2
"772",0.34,0.12,0.54,6,3.3,0,0.33,14.5,20.8,5,59,0.45,5.8,3,36,8,2
"773",0.26,0.24,0.5,5.9,2.7,0,0.19,14.3,20.2,6,77,0.42,5.5,3,28,6,2
"774",0.26,0.24,0.5,5.5,2.6,0,0.17,12.3,18.1,6,88,0.47,5.3,4,38,7,2
"775",0.34,0.24,0.42,5.4,2.8,0.5,0.11,12.2,18.4,6,83,0.53,5.2,3,28,6,2
"776",0.36,0.24,0.4,5.9,2.1,0,0.15,10.8,15.3,5,55,0.3,4.2,4,33,6,2
"777",0.46,0.2,0.34,6,2.4,0,0.22,13,18,5,0.32,0.4,4.6,4,36,7,2
"778",0.42,0.22,0.36,6,2.6,0,0.26,13.6,18.7,6,64,0.32,4.8,4,33,8,2
"779",0.28,0.24,0.48,6.2,2.2,0,0.15,11.7,15.9,5,48,0.43,3.8,3,37,7,2
"780",0.26,0.26,0.48,5.5,1.9,0,0.32,11.7,16.2,5,53,0.32,4.2,3,40,10,2
"781",0.2,0.3,0.5,6.1,2.2,0,0.29,12.1,16.1,4,37,0.22,3.8,2,42,11,2
"782",0.26,0.24,0.5,6.3,2,0,0.19,10.7,14.3,4,39,0.19,3.4,2,41,7,2
"783",0.18,0.34,0.48,5.9,2.2,0,0.18,11,14.9,4,48,0.21,3.7,2,38,8,2
"784",0.24,0.28,0.48,6.2,2.5,0,0.2,12.2,16.3,2,40,0.21,3.9,2,38,7,2
"785",0.24,0.4,0.36,5.8,2.3,0,0.1,10.4,13.8,4,45,0.22,3.2,4,39,7,1
"786",0.36,0.34,0.3,6.6,2.5,0,0.19,11.2,14.3,5,46,0.26,2.8,3,35,9,2
"787",0.12,0.64,0.24,6.1,2.6,0,0.1,8.1,10.6,3,40,0.27,2.2,3,41,7,1
"788",0.18,0.6,0.22,6.4,2.5,0,0.1,10.1,13,4,32,0.19,2.7,3,42,7,1
"789",0.16,0.62,0.22,5.8,3.2,0,0.1,9.9,13.6,4,51,0.28,3.4,3,46,6,2
"790",0.32,0.36,0.32,6.1,2.1,0,0.26,9.9,13.4,4,38,0.2,3.3,3,35,7,2
"791",0.16,0.38,0.46,5.8,2.1,0,0.28,9.7,13.5,4,49,0.28,3.5,3,44,7,2
"792",0.24,0.5,0.26,6.6,2.1,0,0.18,10.9,14.5,4,28,0.28,3.3,2,40,6,1
"793",0.1,0.72,0.18,5.5,3,0,0.13,10.5,15.3,5,67,0.39,4.4,3,39,4,2
"794",0.36,0.5,0.14,5.8,2.7,0,0.18,13.9,19.3,9,54,0.62,4.8,3,32,8,2
"795",0.26,0.48,0.26,5.8,1.6,0,0.23,14.1,20.3,5,26,0.3,5.9,4,10,12,1
"796",0.32,0.3,0.38,5.6,2.8,0,0.21,18,25.9,7,56,0.45,7.4,4,13,12,1
"797",0.26,0.32,0.42,5.7,3,0,0.56,15.9,22.7,8,46,0.54,6.3,4,18,10,2
"798",0.32,0.26,0.42,5.7,2.7,0,0.38,15.1,22,8,43,0.5,6.4,5,20,9,2
"799",0.3,0.28,0.42,6.3,1.5,0,0.39,12,17.5,4,31,0.28,5.2,3,6,8,1
"800",0.28,0.3,0.42,6.1,2.1,0,0.3,14.2,20.8,7,44,0.3,6.3,4,8,10,2
"801",0.3,0.32,0.38,5.9,2,0,0.47,14.5,21.1,8,47,0.51,6.1,4,14,9,1
"802",0.32,0.38,0.3,5.2,4,0.6,0.58,15.4,22.4,15,126,0.48,5.9,4,18,17,2
"803",0.34,0.2,0.46,5.4,2.2,0.3,0.46,12.6,18.4,11,70,0.28,5.2,4,11,22,1
"804",0.34,0.24,0.42,5.2,3.4,0.5,0.39,11.8,17.7,11,103,0.35,5,5,17,22,2
"805",0.3,0.24,0.46,5.4,1.3,0.5,0.38,12.2,18.4,6,39,0.25,5.4,7,15,13,1
"806",0.24,0.3,0.46,6.2,1.2,0,0.26,11.9,19.4,4,20,0.29,7.2,4,9,9,1
"807",0.22,0.3,0.48,5.4,1.1,0.4,0.25,11.5,19.2,6,36,0.25,7,7,8,15,2
"808",0.2,0.38,0.42,5.7,1.3,0,0.31,11.6,17.4,5,30,0.21,5.6,4,11,12,1
"809",0.14,0.38,0.48,6.2,1.1,0,0.29,13.9,20.9,6,25,0.23,6.8,4,20,10,1
"810",0.28,0.4,0.32,6.2,1.4,0,0.32,13.2,18.7,6,22,0.19,5.3,3,20,10,1
"811",0.22,0.4,0.38,6.5,1.2,0,0.31,12.3,16.9,6,24,0.24,4.4,3,14,9,1
"812",0.24,0.28,0.48,6.6,1.7,0,0.4,12.7,16,3,53,0.31,3,3,49,7,2
"813",0.24,0.24,0.52,6.7,1.9,0,0.5,13.1,16.7,3,36,0.34,3.3,2,44,11,2
"814",0.2,0.32,0.48,6.1,2.3,0,0.5,13.3,17.5,3,34,0.41,3.8,3,46,3,1
"815",0.14,0.34,0.52,6.7,2.1,0,0.4,16.3,20.9,3,25,0.31,4.3,2,35,2,1
"816",0.1,0.38,0.52,6.1,2.8,0,0.5,14.6,19.5,3,40,0.53,4.4,3,34,5,1
"817",0.06,0.38,0.56,6.3,3.1,0,1,16,21.9,3,42,1.08,4.8,3,35,2,1
"818",0.18,0.38,0.44,6.1,2.5,0,0.8,15.4,20.6,3,47,0.79,4.4,3,51,4,2
"819",0.26,0.36,0.38,6.3,2.2,0,0.5,13.9,18.6,3,49,0.62,4.1,3,41,3,1
"820",0.24,0.36,0.4,6,3.5,0,0.7,15.7,21.4,5,87,0.7,5,5,36,3,2
"821",0.34,0.36,0.3,6.1,2.1,0,0.6,12.2,16.4,4,44,0.6,3.6,4,48,1.9,3
"822",0.08,0.52,0.4,6.4,3,0,0.6,16.8,22.3,4,33,0.48,5,4,36,2,1
"823",0.1,0.4,0.5,6.5,1.9,0,0.5,14.9,20.2,4,36,0.43,4.9,4,41,1.3,1
"824",0.24,0.34,0.42,6.4,1.7,0,0.5,11.3,15.1,3,24,0.28,3.5,3,35,2,1
"825",0.14,0.34,0.52,6.5,2.1,0,0.9,15.6,19.9,3,33,77,4,3,39,1.6,1
"826",0.1,0.42,0.48,5.6,2.2,0,0.5,13.7,19.4,5,80,0.57,5.1,4,41,7,2
"827",0.06,0.6,0.34,5.7,2.7,0,0.4,16.8,23.4,5,88,0.57,6,3,32,8,1
"828",0.2,0.66,0.14,5.6,3.1,0,0.4,18.2,25.6,5,77,0.75,6.6,4,31,6,3
"829",0.14,0.58,0.28,5.8,3.1,0,0.6,18.3,25,5,68,0.68,6,3,30,10,1
"830",0.1,0.76,0.14,5.9,2.8,0,0.4,18.3,26.3,5,55,0.75,7.2,3,27,9,2
"831",0.14,0.54,0.32,5.5,2.1,0,0.7,15.3,21.2,5,107,0.85,5,5,32,8,3
"832",0.06,0.66,0.28,5.2,2.5,0.4,1.2,14.5,21.3,5,91,0.66,5.7,4,31,13,3
"833",0.1,0.56,0.34,5.3,2.4,0.3,0.5,15.4,22.2,5,76,0.72,5.8,4,24,11,2
"834",0.08,0.66,0.26,5.3,2.5,0.3,0.5,15.7,22.5,4,89,0.57,5.9,4,27,8,1
"835",0.16,0.58,0.26,5.8,2.6,0,0.3,16.4,23.2,4,67,0.72,6.1,3,29,5,1
"836",0.1,0.56,0.34,6,2.6,0,0.5,18.8,25.4,6,99,0.89,5.7,3,50,6,2
"837",0.12,0.62,0.26,6,2.6,0,0.5,18.5,25,4,67,0.68,5.8,3,39,6,1
"838",0.08,0.46,0.46,5.2,2.7,0.5,0.5,14.1,20.9,5,101,1.08,5.2,5,36,5,2
"839",0.16,0.44,0.4,5.2,1.9,0.7,0.5,12,18.1,8,158,0.78,4.6,8,57,3,4
"840",0.26,0.36,0.38,5.9,2.2,0,0.3,0.3,6,64,17,15.2,0,3,0.46,21.7,6
"841",0.22,0.38,0.4,5.6,2.1,0,0.4,15.2,21.7,5,64,0.46,6,6,17,3,2
"842",0.26,0.54,0.2,5.6,1.8,0,0.3,14,20.3,5,64,0.31,6,7,14,3,2
"843",0.34,0.32,0.34,5.4,2.1,0.3,0.4,14.3,20.2,4,62,0.53,5.1,6,23,3,2
"844",0.26,0.42,0.32,5.5,2.1,0,0.6,14.5,20.2,4,49,0.4,5.3,9,16,10,1
"845",0.2,0.46,0.34,5.7,2.4,0,0.5,16.6,22.9,5,56,0.51,5.8,7,21,4,2
"846",0.26,0.44,0.3,5.4,2.8,0.4,0.5,17.3,24.9,5,61,0.61,6.6,8,31,4,2
"847",0.18,0.52,0.3,5.3,2.6,0.4,0.5,18.3,27.2,7,62,0.67,7.8,8,21,2,2
"848",0.14,0.56,0.3,5.4,3,0.2,0.7,19.8,29.2,7,77,0.98,8.2,7,24,6,2
"849",0.1,0.66,0.24,5.6,2.4,0,0.8,19.8,28.4,8,92,0.66,7.9,7,17,6,2
"850",0.26,0.46,0.28,5.4,2.7,0.4,0.8,16.1,24,7,111,1.11,6.4,8,24,6,2
"851",0.2,0.56,0.24,5,3.2,1,0.6,18.2,27.2,8,123,0.62,7.4,10,16,8,2
"852",0.14,0.58,0.28,5.7,2.2,0,0.8,19.1,28.3,6,59,0.58,8.6,8,17,4,2
"853",0.26,0.44,0.3,5.8,2.4,0,0.7,17.7,24.5,7,57,0.47,6.3,6,23,2,2
"854",0.08,0.64,0.28,6.1,2.7,0,0.6,21,29.2,7,57,0.68,7.5,6,24,2,2
"855",0.14,0.52,0.34,6.4,2.3,0,0.5,19.6,26,4,44,0.73,2,4,41,3,2
"856",0.12,0.46,0.42,6.8,2.8,0,0.5,20.8,26.8,4,30,0.62,5.4,5,36,4,1
"857",0.18,0.5,0.32,5.7,2.4,0,0.5,17.7,25.3,6,80,0.73,6.9,7,7,7,2
"858",0,0,0,5.8,2.8,0,0.5,16.5,23.2,6,108,0.67,6,5,34,5,3
"859",0,0,0,5.4,2.4,0.2,0.4,14.7,20.4,6,114,0.53,5,6,22,3,2
"860",0,0,0,5.8,3,0,0.5,15,21.6,6,123,1.03,5.6,4,31,4,3
"861",0,0,0,6.2,2.9,0,0.5,16.4,22.7,5,91,1.04,5.3,5,33,8,2
"862",0,0,0,5.7,2.3,0,0.4,14.8,20.4,6,109,0.64,5,5,23,2,2
"863",0,0,0,5.9,3,0,0.5,16.1,22.3,4,75,0.85,5.3,3,27,4,2
"864",0,0,0,5.7,2.7,0,0.4,15.7,22.3,5,109,0.79,5.8,6,20,4,2
"865",0,0,0,5.5,2.6,0,0.4,15.6,22.4,6,100,0.8,6,4,25,5,2
"866",0,0,0,6,2.6,0,0.4,14.6,20.7,5,77,0.82,5.3,4,27,7,2
"867",0,0,0,5.7,2.8,0,0.9,14.6,20.7,5,127,0.67,5.4,5,24,7,2
"868",0,0,0,5.8,2.5,0,0.4,14,20.3,4,83,0.75,5.5,4,23,4,1
"869",0,0,0,5.5,2.1,0,0.5,12.8,18.4,5,112,0.49,5.1,7,24,2,2
"870",0,0,0,5.4,2.1,0.2,0.4,12.2,18.1,4,92,0.71,5,4,26,4,2
"871",0,0,0,5.8,2.2,0,0.4,14,19.8,5,92,0.59,5.2,5,28,2,1
"872",0,0,0,6.8,1.9,0,0.4,13.3,17.4,3,39,0.32,3.8,3,41,4,1
"873",0,0,0,7,1.7,0,0.3,14.3,17.6,3,28,0.24,3.1,3,34,3,1
"874",0,0,0,7.1,2.4,0,0.3,15.9,19.9,2,23,0.23,3.8,3,41,3,1
"875",0.06,0.48,0.46,6.5,2,0,0.3,15.3,20.4,4,62,0.23,4.9,4,21,9,1
"876",0.08,0.48,0.44,5.5,3,0,0.7,11.6,18.1,3,44,2,5.7,2,25,2,1
"877",0.14,0.46,0.4,5.7,2.9,0,0.7,12.9,19.7,4,89,0.73,6.1,3,30,5,2
"878",0.08,0.56,0.36,5.6,2.8,0,0.8,12.1,18.7,4,85,0.85,5.7,3,29,5,2
"879",0.18,0.28,0.54,5.9,2.7,0,0.5,14.2,21.2,3,32,0.55,6.4,2,16,2,1
"880",0.1,0.52,0.38,5.9,2.4,0,0.6,9.9,15.1,3,55,0.61,4.6,2,28,6,1
"881",0.16,0.42,0.42,5.9,2.6,0,0.8,12.3,18.6,4,66,0.71,5.6,3,19,3,1
"882",0.14,0.42,0.44,6,2.5,0,0.3,12,18.7,3,38,0.7,6,2,19,3,1
"883",0.12,0.44,0.44,5.8,2.2,0,0.6,11.2,17.6,4,42,0.47,5.9,3,26,4,2
"884",0.06,0.58,0.36,6.1,2.9,0,0.6,13,20,3,40,0.54,6.5,3,19,1.9,2
"885",0.08,0.62,0.3,6.4,2.7,0,0.6,13.4,20.9,3,45,0.74,6.8,2,26,1.4,1
"886",0.06,0.58,0.36,6.7,3,0,0.6,16,24.9,3,31,0.84,8.1,2,34,3,1
"887",0.14,0.56,0.3,6.4,3,0,0.7,14.6,23.3,4,52,1.03,7.7,3,35,4,2
"888",0.04,0.56,0.4,6.1,3.3,0,0.9,14,22.5,4,53,1,7.5,2,43,3,2
"889",0.1,0.56,0.34,6.2,2.8,0,0.7,14.9,23.4,3,39,0.59,7.9,2,38,5,1
"890",0.04,0.52,0.44,5.7,3.1,0,0.9,13.5,21.1,4,83,1.16,6.4,3,49,6,3
"891",0.1,0.54,0.36,6.1,3.3,0,0.9,12.3,19,4,57,0.75,5.9,3,42,6,3
"892",0.08,0.46,0.46,6.7,2.8,0,0.7,14.5,22.8,3,31,0.51,7.8,4,29,3,1
"893",0.1,0.42,0.48,6.1,2.4,0,0.7,14.1,19.7,4,47,0.52,5.1,3,34,2,1
"894",0.16,0.5,0.34,6,2.2,0,0.5,16.1,21.4,4,52,0.61,4.7,4,36,6,2
"895",0.08,0.54,0.38,5.7,3,0,0.7,17.4,23.6,6,111,0.84,5.4,5,38,6,3
"896",0.26,0.3,0.44,5.4,2.6,0.3,0.5,15.9,22,6,93,0.76,5,5,36,7,2
"897",0.06,0.68,0.26,6.5,2.7,0,0.5,16.9,22.4,4,51,1.13,4.4,3,64,5,2
"898",0.18,0.56,0.26,5.5,2,0,0.6,16.7,24.1,5,58,0.56,6.8,7,21,8,2
"899",0.1,0.68,0.22,5,2.9,0.8,0.6,14.8,21.4,6,131,0.75,5,7,18,12,2
"900",0.16,0.62,0.22,5,3.1,0.6,0.6,15.3,22.2,6,138,0.68,5.5,6,20,9,4
"901",0.06,0.48,0.46,4.8,2.7,0.9,0.5,14.6,21.4,7,121,0.75,5.1,7,20,13,2
"902",0.18,0.54,0.28,5.2,2.2,0.5,0.5,12.6,18.7,5,74,0.64,5,5,35,10,2
"903",0.4,0.24,0.36,5.7,1.9,0,0.5,13.7,20.1,5,63,0.46,5.8,7,20,8,1
"904",0.22,0.38,0.4,5.6,2.1,0,0.4,17.1,25.6,5,66,0.87,7.6,4,27,3,2
"905",0.2,0.48,0.32,5.8,2.4,0,0.5,17.4,25.9,5,71,1,7.5,4,25,1.4,2
"906",0.2,0.5,0.3,5.7,1.8,0,0.6,17.7,26.1,6,79,0.86,7.5,5,24,3,2
"907",0.32,0.2,0.48,5.5,1.9,0,0.6,18,25.9,7,38,0.84,7.1,5,22,3,2
"908",0.32,0.24,0.44,6.3,1.6,0,0.6,15.4,19.1,3,31,0.66,3,2,68,3,2
"909",0.1,0.34,0.56,6.2,1.9,0,0.3,15.2,19.8,3,47,0.74,3.9,2,68,2,2
"910",0.14,0.38,0.48,6.4,2.4,0,38,18.9,0,26,0.8,0.6,5.7,26.5,19.6,6.1,3
"911",0.06,0.36,0.58,6.2,2.3,3,0.6,16.8,23.4,5,72,1.01,5.6,3,38,4,3
"912",0.12,0.52,0.36,6.2,2.3,0,0.5,19.6,26.5,4,38,0.8,6.1,3,26,3,4
"913",0.08,0.54,0.38,5.6,2.3,0,0.5,18.6,26.2,5,81,0.81,6.8,4,26,3,2
"914",0.08,0.56,0.36,5.5,2.6,0,0.6,18.1,25.4,4,58,0.89,6.4,3,29,3,2
"915",0.1,0.54,0.36,6,2.7,0,0.5,19.9,27.5,5,44,0.98,6.6,2,48,6,2
"916",0.14,0.58,0.28,5.9,3.1,0,0.5,20.2,29.2,4,61,1.62,7.4,2,31,9,2
"917",0.06,0.52,0.42,5.7,2.7,0,0.5,18.7,28.1,5,72,1.63,7.8,3,30,6,2
"918",0.16,0.52,0.32,5.4,2.2,0.4,0.5,17.5,25.4,5,87,0.72,6.8,4,29,2,2
"919",0.26,0.3,0.44,5.4,2.6,0.3,0.5,18,26,4,68,0.88,6.8,3,29,3,2
"920",0.16,0.62,0.22,6.5,1.7,0,0.7,14,20.6,3,43,0.76,5.8,3,21,5,1
"921",0.22,0.48,0.3,5.8,2.5,0,0.6,19.9,28.3,5,83,1.2,7.2,4,34,5,2
"922",0.14,0.72,0.14,6.1,2.3,0,0.5,17.5,24.1,4,54,0.68,5.9,2,28,6,1
"923",0.2,0.46,0.34,5.3,2.2,0.3,1.1,18.9,28.2,5,49,0.82,8.2,4,19,10,2
"924",0.14,0.5,0.36,5,1.2,0.8,0.5,13,19.9,4,31,0.44,57,6,16,3,1
"925",0.1,0.5,0.4,5.7,1.9,0,0.6,18.5,26.1,4,24,0.7,6.9,4,30,3,1
"926",0.24,0.34,0.42,5.9,1.8,0,0.5,16.5,23.6,4,24,0.46,6.6,4,22,1.6,1
"927",0.26,0.3,0.44,6,1.5,0,0.4,15.8,21.7,4,25,0.42,5.5,3,26,2,1
"928",0.44,0.2,0.36,5.6,1.3,0,0.3,13.4,17.8,4,31,0.31,4.1,4,25,1.6,1
"929",0.42,0.26,0.32,6.5,1.4,0,0.4,12.5,16.8,3,20,0.69,3.6,3,36,1.4,1
"930",0.36,0.26,0.38,5.9,1.2,0,0.3,11.8,15.9,3,26,0.52,3.6,3,28,2,1
"931",0.36,0.28,0.36,5.6,1.6,0,0.4,12.8,17.2,4,33,0.46,3.9,2,27,2,1
"932",0.24,0.3,0.46,5.6,1.6,0,0.3,12.6,17.2,4,39,0.55,4,2,35,2,1
"933",0.26,0.36,0.38,6.2,1.9,0,0.5,17.1,23.7,3,22,1.42,5.2,1,40,5.2,1
"934",0.18,0.4,0.42,5.6,1.5,0,0.5,13.4,19.3,1,33,0.82,5.1,2,38,1.8,1
"935",0.28,0.4,0.32,5.1,2,1,0.6,14.2,21.5,5,47,0.77,5.5,3,26,2,2
"936",0.24,0.4,0.36,5.1,1.7,0.7,0.7,14.7,21.7,4,33,0.51,5.8,3,20,2,2
"937",0.1,0.5,0.4,5.6,1.3,0,0.7,15.3,22.2,5,24,0.46,6.4,3,29,2,2
"938",0.2,0.42,0.38,5.3,2.1,0.4,0.8,17.8,25.9,5,30,0.53,7.2,2,22,1.8,2
"939",0.12,0.46,0.42,5.3,1.5,0.6,0.7,13.1,20.5,6,48,1,5.8,5,18,8,3
"940",0.18,0.46,0.36,5.8,2.2,0,0.8,16.9,25.6,5,35,0.91,7.8,3,26,11,2
"941",0.16,0.48,0.36,5.3,1.9,0.4,0.6,14.2,22,6,41,0.79,6.6,4,19,6,2
"942",0.26,0.36,0.38,5.1,2.2,0.5,0.8,16.2,24.6,5,42,0.91,7,4,27,3,2
"943",0.26,0.3,0.44,5.5,2.2,0,0.6,13.5,19.4,4,32,0.56,5.3,2,19,4,1
"944",0.28,0.4,0.32,5.5,1.8,0,0.5,13.5,18.7,4,61,0.64,4.6,3,35,5,2
"945",0.14,0.5,0.36,5,1.6,0.6,0.4,12.3,18.6,5,77,0.75,4.9,5,38,5,3
"946",0.14,0.44,0.42,4.9,2,1.3,0.6,15.4,24.3,6,86,1.04,6.6,6,34,6,2
"947",0.14,0.36,0.5,5.2,1.7,0.5,0.4,16.3,24.5,5,63,0.69,7,4,30,6,2
"948",0.2,0.34,0.46,5.2,1.5,0.6,0.4,14.5,21.4,5,66,0.71,5.6,5,24,4,1
"949",0.18,0.44,0.38,5.2,1.6,0.6,0.4,14.3,21.5,6,72,0.67,5.9,5,25,4,2
"950",0.2,0.36,0.44,5,1.6,0.9,0.3,14.4,22.6,5,70,0.96,6.3,6,18,3,2
"951",0.22,0.36,0.42,5,1.7,0.8,0.4,13.6,21.3,5,6,0.78,6.1,10,24,4,2
"952",0.14,0.36,0.5,5.2,1.6,0.6,0.3,14.4,21.4,4,42,0.61,5.8,5,27,3,2
"953",0.24,0.34,0.42,5.3,1.8,0.4,0.4,15.5,22.6,6,58,0.74,6,4,30,4,3
"954",0.16,0.32,0.52,5.3,1.7,0.3,0.4,13.8,19.8,5,76,0.8,4.9,3,31,7,2
"955",0.1,0.4,0.5,5.5,1.8,0,0.5,16,22.8,4,46,0.85,5.9,3,31,3,2
"956",0.36,0.24,0.4,5.7,1.9,0,0.5,16.2,22.6,5,52,0.76,5.6,3,30,3,2
"957",0.4,0.28,0.32,5.9,1.4,0,0.4,14.7,19.7,5,39,0.49,4.5,3,37,9,2
"958",0.2,0.26,0.54,5.6,1.6,0,0.8,12.3,16.9,5,59,0.65,3.9,3,38,3,2
"959",0.2,0.32,0.48,5.7,1.7,0,0.6,14.6,19.7,4,45,0.7,4.4,3,46,7,2
"960",0.34,0.26,0.4,6.4,2,0,0.7,14.9,21.1,4,35,0.53,5.7,3,26,4,1
"961",0.26,0.24,0.5,5.9,1.5,0,0.4,12.2,17.7,4,41,0.49,5,3,24,4,1
"962",0.34,0.2,0.46,5.8,1.2,0,0.4,12,17.4,4,39,0.49,4.9,3,25,3,1
"963",0.28,0.28,0.44,5.7,1.3,0,0.5,11,15.9,4,47,0.48,4.4,4,25,3,1
"964",0.34,0.24,0.42,5.5,1.7,0,0.5,13.1,19.6,5,95,0.87,5.6,4,53,6,2
"965",0.36,0.28,0.36,6.3,1.6,0,0.5,13,18.3,4,48,0.6,4.7,3,27,7,3
"966",0.22,0.3,0.48,6.5,1.6,0,0.3,11.9,17.5,3,49,0.98,4.6,2,33,4,1
"967",0.28,0.3,0.42,5.5,1.8,0,0.6,13.6,20.2,4,61,0.91,5.7,3,27,1.3,5
"968",0.2,0.34,0.46,5.9,1.5,0,0.4,12.3,17.4,4,55,0.51,4.6,3,0,4,2
"969",0.36,0.22,0.42,5.7,2.1,0,0.4,14.2,20.9,4,81,1.21,5.5,3,49,8,2
"970",0.22,0.34,0.44,6.7,1.8,0,0.4,15.2,21,4,40,0.42,5.4,3,32,2,2
"971",0.26,0.36,0.38,6.4,1.6,0,0.4,15,21.7,4,50,0.45,6.2,3,35,2,2
"972",0.2,0.48,0.32,5.7,2.7,0,0.5,14.4,20.2,4,55,0.52,5.3,3,17,3,2
"973",0.14,0.4,0.46,5.6,3.3,0,0.5,14.9,21.3,4,85,0.74,5.7,3,20,3,2
"974",0.08,0.48,0.44,5.2,2.3,0.4,0.3,12.3,18.3,4,85,0.71,4.9,2,27,3,2
"975",0.1,0.42,0.48,4.9,2.7,0.8,0.5,11.2,17.3,4,116,0.59,4.7,4,27,4,2
"976",0.08,0.44,0.48,4.9,2.9,0.7,0.4,11.6,18.6,5,130,1.07,5.2,5,26,4,4
"977",0.12,0.4,0.48,5.2,2.3,0.5,0.2,11.7,17.6,4,75,0.77,4.6,3,15,3,2
"978",0.16,0.42,0.42,5.3,3,0.3,0.4,13.9,19.9,4,86,0.7,5,3,24,4,2
"979",0.06,0.38,0.56,5.1,2.7,0.5,0.3,13.2,19,4,79,0.49,4.8,3,30,3,2
"980",0.22,0.36,0.42,5.4,3.2,0.2,0.4,14.2,20,4,68,0.9,4.7,3,27,4,3
"981",0.28,0.26,0.46,7.2,1.8,0,0.3,16.5,21,3,27,0.29,4.2,1,36,9,1
"982",0.26,0.3,0.44,7,2.1,0,0.5,18.6,24.7,3,26,0.73,5.4,2,35,8,1
"983",0.18,0.36,0.46,6.7,2.4,0,0.5,19.5,27,4,33,0.6,6.9,3,28,11,1
"984",0.14,0.48,0.38,5.8,2.6,0,0.6,19.4,27.5,6,73,0.64,7.5,3,34,15,1
"985",0.08,0.52,0.4,6.8,3.1,0,0.5,23.3,30.5,4,44,0.57,6.6,2,37,8,1
"986",0.1,0.56,0.34,6.1,2.7,0,0.5,19.7,27,6,59,0.59,6.7,3,28,10,1
"987",0.04,0.52,0.44,5.5,3.3,0,0.7,19.9,27.7,7,108,0.63,7.2,4,19,19,2
"988",0.14,0.58,0.28,5.5,3.1,0,0.7,18.7,27.6,8,88,0.65,8.2,7,17,12,2
"989",0.08,0.62,0.3,7.7,1.9,0,0.4,19.5,23.2,3,20,0.4,3.4,2,22,5,1
"990",0.32,0.28,0.4,6.8,2.5,0,0.6,17.7,22.7,4,30,0.4,4.6,2,29,3,1
"991",0.22,0.38,0.4,6.2,2.7,0,0.7,18.6,24.8,7,67,0.36,5.8,5,26,10,2
"992",0.26,0.42,0.32,5.6,4.4,0,0.9,18.4,25.5,10,21,0.85,6.2,8,26,20,2
"993",0.12,0.6,0.28,6.3,3.9,0,0.7,22.6,29.9,6,78,0.69,6.6,4,21,15,1
"994",0.12,0.5,0.38,5.4,4.6,0.3,0.7,19.4,27,10,157,0.62,6.7,10,17,32,2
"995",0.16,0.44,0.4,5.1,5.5,0.4,1.1,18.3,25.6,10,250,0.57,6.3,10,16,35,2
"996",0.12,0.38,0.5,5,6.6,0.5,0.9,19.2,27.4,12,265,0.55,7.1,13,21,22,3
"997",0.08,0.48,0.44,4.9,6.3,0.7,0.9,18.5,26.2,13,302,0.38,6.6,14,14,34,3
"998",0.1,0.46,0.44,5,4.8,0.5,0.8,18.4,27.7,12,226,0.41,8.4,9,18,24,2
"999",0.1,0.46,0.44,5.3,4.8,0.3,0.8,19.9,30,10,139,0.71,9.1,8,26,9,3
"1000",0.24,0.38,0.38,5.5,4,0,0.7,19.3,28.6,10,155,0.68,8.6,9,19,10,2
"1001",0.16,0.42,0.42,5,4.2,0.8,0.6,16.8,27.3,11,197,0.65,9,12,14,14,2
"1002",0.14,0.4,0.46,5.1,2.1,0.8,0.2,11.1,17.1,7,157,0.87,4.3,12,25,4,4
"1003",0.14,0.46,0.4,5.9,3,0,1.22,16.6,22.2,4,53,0.65,4.9,5,27,14,3
"1004",0.12,0.44,0.44,5.6,1.9,0,0.2,13.2,19.5,3,56,0.64,5.7,5,14,3,2
"1005",0.06,0.52,0.42,5.8,2,0,0.2,14.8,20.6,6,83,0.58,5.2,7,23,2,2
"1006",0.08,0.62,0.3,5.7,2,0,0.6,14.6,20.5,5,79,0.69,5.2,8,17,6,2
"1007",0.14,0.46,0.4,6,2.2,0,0.5,14.2,19.4,3,68,1.22,4,5,154,4,3
"1008",0.08,0.62,0.3,5.2,2.2,0.3,0.4,11.2,18.4,4,96,2.68,4.2,7,27,45,3
"1009",0.18,0.46,0.36,5.3,1.9,0.8,0.3,11.5,17.7,5,105,0.6,4.8,13,17,5,5
